ID,name,SMILES,mz_ratio,exp_ccs,Formula,Adduct
LIPMETLIN00160,Allocholic acid,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@H]3C(C[C@@H]([C@]12C)O)[C@@]1(C)CC[C@H](C[C@@H]1C[C@H]3O)O,407.280283,204.2666667,C24H40O5,[M-H]-
LIPMETLIN00161,a-Muricholic acid,C[C@@]1([C@@]2([H])CC[C@]1([H])[C@@](C)([H])CCC(O)=O)CC[C@@]3([H])[C@@]2([H])[C@H](O)[C@@H](O)[C@]4([H])C[C@H](O)CC[C@@]43C,407.280283,211.2666667,C24H40O5,[M-H]-
LIPMETLIN00162,beta-Muricholic acid,[H][C@@]12[C@]([C@](CC[C@@H](O)C3)(C)[C@]3([H])[C@H](O)[C@@H]2O)([H])CC[C@@]4(C)[C@@]1([H])CC[C@]4([H])[C@]([H])(C)CCC(O)=O,407.280283,210.1333333,C24H40O5,[M-H]-
LIPMETLIN00163,Cholic acid,[C@H]12[C@H]3[C@@]([C@H](CC3)[C@@H](CCC(=O)O)C)([C@H](C[C@@H]1[C@@]1([C@H](C[C@H]2O)C[C@@H](CC1)O)C)O)C,407.280283,203.3666667,C24H40O5,[M-H]-
LIPMETLIN00165,Ursocholic acid,C[C@@]1([C@@]2([H])CC[C@]1([H])[C@@](C)([H])CCC(O)=O)[C@@H](O)C[C@@]3([H])[C@@]2([H])[C@@H](O)C[C@]4([H])C[C@H](O)CC[C@@]43C,407.280283,203.5666667,C24H40O5,[M-H]-
LIPMETLIN00166,w-Muricholic acid,[C@@H]12[C@H](CC[C@]3([C@H]1CC[C@@H]3[C@@H](CCC(=O)O)C)C)[C@@]1([C@H]([C@H]([C@@H]2O)O)C[C@@H](CC1)O)C,407.280283,209.9,C24H40O5,[M-H]-
LIPMETLIN00168,Dimethyl Sphinganine-1-Phosphate (d18:0),OP(O)(OC[C@@](N(C)C)([H])[C@]([H])(O)CCCCCCCCCCCCCCC)=O,408.2884184,203.5,C20H44NO5P,[M-H]-
LIPMETLIN00169,Sphinganine-1-Phosphate (d20:0),[H][C@](CCCCCCCCCCCCCCCCC)(O)[C@]([NH3+])([H])COP([O-])(O)=O,408.2884184,203.0666667,C20H44NO5P,[M-H]-
LIPMETLIN00170,16:0 Lyso PA,C(CCCCCCCCCCC(=O)OCC(COP(=O)(O)O)O)CCCC,409.2360514,201.0666667,C19H39O7P,[M-H]-
LIPMETLIN00171,06:0 PE,[C@H](COC(=O)CCCCC)(OC(=O)CCCCC)COP(=O)(OCCN)O,410.1949174,202.17,C17H34NO8P,[M-H]-
LIPMETLIN00173,13:0 Lyso PE,O=C(CCCCCCCCCCCC)OC[C@]([H])(COP(OCCN)(O)=O)O,410.2313008,200.1,C18H38NO7P,[M-H]-
LIPMETLIN00174,C8 Ceramide (d17:1/8:0),OC[C@@H]([C@@H](/C=C/CCCCCCCCCCCC)O)NC(=O)CCCCCCC,410.3639484,215.1666667,C25H49NO3,[M-H]-
LIPMETLIN00177,3-oxo-4-cholestenoic acid,C1CC(=O)C=C2C1(C1C(CC2)C2C(CC1)(C(CC2)C(C)CCCC(C(=O)O)C)C)C,413.3061022,211.6666667,C27H42O3,[M-H]-
LIPMETLIN00179,3b-hydroxy-5-cholestenoic acid,CC1(CC[C@H](O)C2)C2=CCC3C1CCC4(C)C3CCC4C(CCCC(C)C(O)=O)C,415.3217514,213.5666667,C27H44O3,[M-H]-
LIPMETLIN00184,18:1 Cyclic LPA,O=P1(O)OC(COC(CCCCCCC/C=C\CCCCCCCC)=O)CO1,417.2411364,201.1666667,C21H39O6P,[M-H]-
LIPMETLIN00188,Atheronal B,C[C@]12CCC([C@]3(C)[C@@]4(O)C[C@@H](O)CC3)C([C@H]4C=O)C1CC[C@]2([H])[C@]([H])(C)CCCC(C)C,417.3374006,227.7,C27H46O3,[M-H]-
LIPMETLIN00191,C18:1 LPA,C([C@H](COP(=O)(O)O)O)OCCCCCCCC/C=C\CCCCCCCC,421.2724348,204.03,C21H43O6P,[M-H]-
LIPMETLIN00192,Sphingosyl PE (d18:1),C([C@@H]([C@@H](/C=C/CCCCCCCCCCCCC)O)N)OP(=O)([O-])OCC[NH3+],421.2836678,207.2333333,C20H43N2O5P,[M-H]-
LIPMETLIN00193,08:0 PA,"C([C@@H](OC(=O)CCCCCCC)COP(O)(O)=O)OC(=O)CCCCCCC	LMGP10010021",423.2153172,204.1333333,C19H37O8P,[M-H]-
LIPMETLIN00194,17:0 Lyso PA,CCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)O)O,423.2517006,204.9666667,C20H41O7P,[M-H]-
LIPMETLIN00195,"3a,6a,7a,12a-tetrahydroxy bile acid (THBA)",C[C@@]1([C@@]2([H])CC[C@]1([H])[C@@](C)([H])CCC(O)=O)[C@@H](O)C[C@@]3([H])[C@@]2([H])[C@H](O)[C@H](O)[C@]4([H])C[C@H](O)CC[C@@]43C,423.275198,205.2,C24H40O6,[M-H]-
LIPMETLIN00196,"3a,6b,7a,12a-tetrahydroxy bile acid (THBA)",C[C@@]1([C@@]2([H])CC[C@]1([H])[C@@](C)([H])CCC(O)=O)[C@@H](O)C[C@@]3([H])[C@@]2([H])[C@H](O)[C@@H](O)[C@]4([H])C[C@H](O)CC[C@@]43C,423.275198,204.7333333,C24H40O6,[M-H]-
LIPMETLIN00197,C18 LPA,CCCCCCCCCCCCCCCCCCOC[C@@H](O)COP(O)(O)=O,423.288084,206.3333333,C21H45O6P,[M-H]-
LIPMETLIN00204,C20:4 anandamide phosphate,P(=O)(OCCNC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)([O-])O,426.2414708,202,C22H38NO5P,[M-H]-
LIPMETLIN00205,C8 Dihydroceramide (d18:0/8:0),CCCCCCCCCCCCCCC[C@H]([C@H](CO)N=C(CCCCCCC)O)O,426.3952468,231.2,C26H53NO3,[M-H]-
LIPMETLIN00207,3á-hydroxy-7-oxo-5-cholestenoic acid,[H][C@@]12[C@]([C@](CC[C@H](O)C3)(C)C3=CC2=O)([H])CC[C@@]4(C)[C@@]1([H])CC[C@]4([H])[C@]([H])(C)CCC[C@@H](C)C(O)=O,429.3010172,213.6333333,C27H42O4,[M-H]-
LIPMETLIN00208,7a-hydroxy-3-oxo-4-cholestenoic acid,[H][C@@]12[C@]([C@](CC3)(C)C(C[C@H]2O)=CC3=O)([H])CC[C@@]4(C)[C@@]1([H])CC[C@]4([H])[C@]([H])(C)CCC[C@@H](C)C(O)=O,429.3010172,204.5666667,C27H42O4,[M-H]-
LIPMETLIN00209,"3b,7b-dihydroxy-5-cholestenoic acid",[H][C@@]12[C@]([C@](CC[C@H](O)C3)(C)C3=C[C@@H]2O)([H])CC[C@@]4(C)[C@@]1([H])CC[C@]4([H])[C@]([H])(C)CCC[C@@H](C)C(O)=O,431.3166664,214.5,C27H44O4,[M-H]-
LIPMETLIN00210,"3á,24S-dihydroxy-5-cholestenoic acid",O[C@H](C1)CC[C@](C1=CC2)(C)C3C2C(CC[C@@H]4[C@H](C)CC[C@H](O)[C@@H](C)C(O)=O)[C@]4(C)CC3,431.3166664,221.8,C27H44O4,[M-H]-
LIPMETLIN00211,"3á,7?-dihydroxy-5-cholestenoic acid",[C@H]1(CC2=C[C@H]([C@@H]3[C@@H]([C@]2(CC1)C)CC[C@]1([C@H]3CC[C@@H]1[C@@H](CCCC(C(=O)O)C)C)C)O)O,431.3166664,207.7,C27H44O4,[M-H]-
LIPMETLIN00212,"3b,7a-DiOH-d2 Chol Acid",[H][C@@]12[C@]([C@](CC[C@@](O)([2H])C3)(C)C3=C[C@@]2([2H])O)([H])CC[C@@]4(C)[C@@]1([H])CC[C@]4([H])[C@]([H])(C)CCC[C@H](C(O)=O)C,433.3290172,207.7,C27H42D2O4,[M-H]-
LIPMETLIN00215,C6(6-azido) Ceramide,OC[C@]([H])(NC(CCCCCN=[N+]=[N-])=O)[C@]([H])(O)/C=C/CCCCCCCCCCCCC,437.3496966,218.3666667,C24H46N4O3,[M-H]-
LIPMETLIN00217,13:0 Lyso PG,[H][C@@](CO)(O)COP(OC[C@]([H])(O)COC(CCCCCCCCCCCC)=O)(O)=O,441.2258814,207.7,C19H39O9P,[M-H]-
LIPMETLIN00218,N-08:0 Phytosphingosine,O[C@@H]([C@H]([C@H](CO)NC(CCCCCCC)=O)O)CCCCCCCCCCCCCC,442.3901618,232.3,C26H53NO4,[M-H]-
LIPMETLIN00219,"3b,7a,24S-trihydroxy-5-cholestenoic acid",O[C@H](C1)CC[C@](C1=C[C@H]2O)(C)C3C2C(CC[C@@H]4[C@H](C)CC[C@H](O)[C@@H](C)C(O)=O)[C@]4(C)CC3,447.3115814,221.2666667,C27H44O5,[M-H]-
LIPMETLIN00220,"3á,7?,25-trihydroxy-5-cholestenoic acid",O[C@H](C1)CC[C@](C1=C[C@H]2O)(C)C3C2C(CC[C@@H]4[C@H](C)CCCC(C)(O)C(O)=O)[C@]4(C)CC3,447.3115814,213.5,C27H44O5,[M-H]-
LIPMETLIN00221,Glycochenodeoxycholic acid,[C@H]12[C@H]3[C@@H]([C@@]4([C@H](C[C@H]3O)C[C@@H](CC4)O)C)CC[C@@]1([C@H](CC2)[C@@H](CCC(=O)NCC(=O)O)C)C,448.3068308,200.8333333,C26H43NO5,[M-H]-
LIPMETLIN00222,Glycohyodeoxycholic acid,C[C@]([C@@]1([H])CC[C@]2([H])C1(C)CC[C@@]3([H])[C@@]2([H])C[C@H](O)[C@@]4([H])[C@]3(C)CC[C@@H](O)C4)([H])CCC(NCC(O)=O)=O,448.3068308,201.2333333,C26H43NO5,[M-H]-
LIPMETLIN00223,Glycoursodeoxycholic acid,O[C@@H](C1)CC[C@]([C@]1([H])C[C@@H]2O)(C)[C@]3([H])[C@]2([H])[C@@](CC[C@]4([H])[C@]([H])(C)CCC(NCC(O)=O)=O)([H])[C@]4(C)CC3,448.3068308,200.3666667,C26H43NO5,[M-H]-
LIPMETLIN00225,trihydroxycholestanoic acid,C12C3[C@@](C(CC3)[C@@H](CCCC(C(=O)O)C)C)([C@H](CC1[C@@]1([C@H](C[C@H]2O)C[C@@H](CC1)O)C)O)C,449.3272306,205.3,C27H46O5,[M-H]-
LIPMETLIN00230,16:0 Lyso PE,C([C@H](COP(=O)([O-])OCC[NH3+])O)OC(=O)CCCCCCCCCCCCCCC,452.2782484,211.6666667,C21H44NO7P,[M-H]-
LIPMETLIN00231,C10 Ceramide (d18:1/10:0),[H][C@](/C=C/CCCCCCCCCCCCC)(O)CNC(CCCCCCCCCCCCC/C=C\CCCCCCCC)=O,452.410896,236.2,C28H55NO3,[M-H]-
LIPMETLIN00232,N-C12-desoxymethylsphinganine,C([C@@H](CCCCCCCCCCCCCCC)O)NC(=O)CCCCCCCCCCC,452.4472794,228.83,C29H59NO2,[M-H]-
LIPMETLIN00233,06:0 PS,O=C(CCCCC)OC[C@]([H])(COP(OC[C@](C(O)=O)([H])N)(O)=O)OC(CCCCC)=O,454.1847474,211.1,C18H34NO10P,[M-H]-
LIPMETLIN00234,13:0 Lyso PS,O=C(CCCCCCCCCCCC)OC[C@]([H])(COP(OC[C@](C(O)=O)([H])N)(O)=O)O,454.2211308,209.4,C19H38NO9P,[M-H]-
LIPMETLIN00235,14:0 Lyso PG,[H][C@@](CO)(O)COP(OC[C@]([H])(O)COC(CCCCCCCCCCCCC)=O)(O)=O,455.2415306,211.1666667,C20H41O9P,[M-H]-
LIPMETLIN00236,20:4 Lyso PA,O[C@@H](COP(O)(O)=O)COC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O,457.2360514,207.8666667,C23H39O7P,[M-H]-
LIPMETLIN00238,Glycodehydrocholic acid,[C@@H]12[C@H](CC(=O)[C@]3([C@H]1CC[C@@H]3[C@@H](CCC(=O)NCC(=O)O)C)C)[C@@]1([C@H](CC2=O)CC(=O)CC1)C,458.2547982,201.4333333,C26H37NO6,[M-H]-
LIPMETLIN00239,"C6 ceramide-1,3-cyclic-phosphate (d18:1/6:0)",CCCCCCCCCCCCC/C=C/[C@@H](O1)[C@@H](NC(CCCCC)=O)COP1(O)=O,458.3040676,216.0333333,C24H46NO5P,[M-H]-
LIPMETLIN00241,Galactosyl(á) Sphingosine (d18:1),[C@H]1(O[C@@H]([C@@H]([C@@H]([C@H]1O)O)O)CO)OC[C@@H]([C@@H](/C=C/CCCCCCCCCCCCC)O)N,460.3279592,226.8666667,C24H47NO7,[M-H]-
LIPMETLIN00244,"Beta-D-mannosyl farnesyl phosphate, ammonium salt",OC[C@@H]1[C@@H](O)[C@H](O)[C@H](O)[C@H](OP(OC/C=C(C)/CC/C=C(C)/CC/C=C(C)/C)(O)=O)O1,461.2309664,209.3666667,C22H39O8P,[M-H]-
LIPMETLIN00246,17:1 Lyso PE,O[C@](COP([O-])(OCC[NH3+])=O)([H])COC(CCCCCCCC/C=C\CCCCCC)=O,464.2782484,212.1,C22H44NO7P,[M-H]-
LIPMETLIN00247,Glyco-gamma-muricholic acid,[H][C@@]12[C@]([C@](CC[C@@H](O)C3)(C)[C@]3([H])[C@@H](O)[C@H]2O)([H])CC[C@@]4(C)[C@@]1([H])CC[C@]4([H])[C@]([H])(C)CCC(NCC(O)=O)=O,464.3017458,202.1,C26H43NO6,[M-H]-
LIPMETLIN00248,C18(Plasm) LPE,[O-]P(OCC[N+]([H])([H])[H])(OC[C@]([H])(O)CO/C=C\CCCCCCCCCCCCCCCC)=O,464.3146318,217.4,C23H48NO6P,[M-H]-
LIPMETLIN00252,08:0 PE,O=C(CCCCCCC)OC[C@]([H])(COP(OCCN)(O)=O)OC(CCCCCCC)=O,466.2575142,214.7666667,C21H42NO8P,[M-H]-
